#t lex rand randsort randsortdesc randw randwnoh 
9574 702599592.444 676734703.409 715009517.197 641054038.423 690477301.801 702604706.576
9575 702638985.791 676770347.544 715048060.488 641088710.612 690513855.636 702644922.01
9576 702678379.138 676805991.679 715086603.779 641123382.802 690550409.47 702685137.444
9577 702717772.485 676841635.814 715125147.071 641158054.992 690586963.305 702725352.877
9578 702757165.832 676877279.948 715163690.362 641192727.182 690623517.14 702765568.311
9579 702796559.178 676912924.083 715202233.653 641227399.372 690660070.975 702805783.745
9580 702835952.525 676948568.218 715240776.944 641262071.562 690696624.809 702845999.178
9581 702875345.872 676984212.353 715279320.236 641296743.751 690733178.644 702886214.612
9582 702914739.219 677019856.487 715317863.527 641331415.941 690769732.479 702926430.045
9583 702954132.566 677055500.622 715356406.818 641366088.131 690806286.313 702966645.479
9584 702993525.913 677091144.757 715394950.109 641400760.321 690842840.148 703006860.913
9585 703032919.259 677126788.892 715433493.4 641435432.511 690879393.983 703047076.346
9586 703072312.606 677162433.026 715472036.692 641470104.701 690915947.817 703087291.78
9587 703111705.953 677198077.161 715510579.983 641504776.89 690952501.652 703127507.214
9588 703151099.3 677233721.296 715549123.274 641539449.08 690989055.487 703167722.647
9589 703190492.647 677269365.431 715587666.565 641574121.27 691025609.321 703207938.081
9590 703229885.994 677305009.566 715626209.856 641608793.46 691062163.156 703248153.515
9591 703269279.34 677340653.7 715664753.148 641643465.65 691098716.991 703288368.948
9592 703308672.687 677376297.835 715703296.439 641678137.84 691135270.825 703328584.382
9593 703348066.034 677411941.97 715741839.73 641712810.029 691171824.66 703368799.816
9594 703387459.381 677447586.105 715780383.021 641747482.219 691208378.495 703409015.249
9595 703426852.728 677483230.239 715818926.313 641782154.409 691244932.329 703449230.683
9596 703466246.075 677518874.374 715857469.604 641816826.599 691281486.164 703489446.116
9597 703505639.421 677554518.509 715896012.895 641851498.789 691318039.999 703529661.55
9598 703545032.768 677590162.644 715934556.186 641886170.979 691354593.834 703569876.984
9599 703584426.115 677625806.778 715973099.477 641920843.168 691391147.668 703610092.417
9600 703622297.974 677659519.313 716010841.776 641953800.77 691425296.582 703649216.672
9601 703660169.832 677693231.847 716048584.075 641986758.371 691459445.496 703688340.927
9602 703698041.691 677726944.381 716086326.374 642019715.972 691493594.41 703727465.181
9603 703735913.549 677760656.915 716124068.672 642052673.574 691527743.324 703766589.436
9604 703773785.408 677794369.449 716161810.971 642085631.175 691561892.237 703805713.691
9605 703811657.266 677828081.983 716199553.27 642118588.776 691596041.151 703844837.945
9606 703849529.124 677861794.517 716237295.569 642151546.378 691630190.065 703883962.2
