#t lex rand randsort randsortdesc randw randwnoh 
38 3069936.05365 3222423.38498 3161038.94409 3358516.54087 2966524.08316 3304643.14241
39 3148652.36272 3305049.62562 3242091.2247 3444632.34961 3042588.80324 3389377.58196
40 3227368.67179 3387675.86626 3323143.50532 3530748.15835 3118653.52332 3474112.02151
41 3306084.98086 3470302.1069 3404195.78594 3616863.96709 3194718.2434 3558846.46106
42 3384801.28993 3552928.34754 3485248.06656 3702979.77583 3270782.96348 3643580.90061
43 3463517.59899 3635554.58818 3566300.34717 3789095.58457 3346847.68356 3728315.34016
44 3542233.90806 3718180.82882 3647352.62779 3875211.39331 3422912.40364 3813049.77971
45 3620950.21713 3800807.06946 3728404.90841 3961327.20205 3498977.12372 3897784.21925
46 3699666.5262 3883433.3101 3809457.18903 4047443.01079 3575041.8438 3982518.6588
47 3778382.83527 3966059.55074 3890509.46964 4133558.81953 3651106.56389 4067253.09835
48 3857099.14433 4048685.79138 3971561.75026 4219674.62827 3727171.28397 4151987.5379
49 3935815.4534 4131312.03202 4052614.03088 4305790.43701 3803236.00405 4236721.97745
50 4014531.76247 4213938.27266 4133666.3115 4391906.24575 3879300.72413 4321456.417
51 4093248.07154 4296564.5133 4214718.59211 4478022.05449 3955365.44421 4406190.85655
52 4171964.38061 4379190.75394 4295770.87273 4564137.86323 4031430.16429 4490925.2961
53 4250680.68967 4461816.99458 4376823.15335 4650253.67197 4107494.88437 4575659.73565
54 4329396.99874 4544443.23522 4457875.43397 4736369.48071 4183559.60445 4660394.1752
55 4408113.30781 4627069.47586 4538927.71458 4822485.28945 4259624.32453 4745128.61474
56 4486829.61688 4709695.7165 4619979.9952 4908601.09819 4335689.04461 4829863.05429
57 4565545.92595 4792321.95714 4701032.27582 4994716.90693 4411753.7647 4914597.49384
58 4644262.23501 4874948.19778 4782084.55644 5080832.71567 4487818.48478 4999331.93339
59 4722978.54408 4957574.43842 4863136.83705 5166948.52441 4563883.20486 5084066.37294
60 4801694.85315 5040200.67906 4944189.11767 5253064.33315 4639947.92494 5168800.81249
61 4880411.16222 5122826.91971 5025241.39829 5339180.14189 4716012.64502 5253535.25204
62 4959127.47129 5205453.16035 5106293.67891 5425295.95063 4792077.3651 5338269.69159
63 5037843.78035 5288079.40099 5187345.95953 5511411.75937 4868142.08518 5423004.13114
64 5116560.08942 5370705.64163 5268398.24014 5597527.56812 4944206.80526 5507738.57069
65 5195276.39849 5453331.88227 5349450.52076 5683643.37686 5020271.52534 5592473.01024
66 5273992.70756 5535958.12291 5430502.80138 5769759.1856 5096336.24542 5677207.44978
67 5352709.01663 5618584.36355 5511555.082 5855874.99434 5172400.9655 5761941.88933
68 5431425.32569 5701210.60419 5592607.36261 5941990.80308 5248465.68559 5846676.32888
69 5510141.63476 5783836.84483 5673659.64323 6028106.61182 5324530.40567 5931410.76843
70 5588857.94383 5866463.08547 5754711.92385 6114222.42056 5400595.12575 6016145.20798
71 5667574.2529 5949089.32611 5835764.20447 6200338.2293 5476659.84583 6100879.64753
72 5746290.56197 6031715.56675 5916816.48508 6286454.03804 5552724.56591 6185614.08708
73 5825006.87103 6114341.80739 5997868.7657 6372569.84678 5628789.28599 6270348.52663
74 5903723.1801 6196968.04803 6078921.04632 6458685.65552 5704854.00607 6355082.96618
75 5982439.48917 6279594.28867 6159973.32694 6544801.46426 5780918.72615 6439817.40573
76 6061155.79824 6362220.52931 6241025.60755 6630917.273 5856983.44623 6524551.84527
77 6139872.10731 6444846.76995 6322077.88817 6717033.08174 5933048.16631 6609286.28482
78 6218588.41637 6527473.01059 6403130.16879 6803148.89048 6009112.8864 6694020.72437
79 6297304.72544 6610099.25123 6484182.44941 6889264.69922 6085177.60648 6778755.16392
80 6376021.03451 6692725.49187 6565234.73002 6975380.50796 6161242.32656 6863489.60347
81 6454737.34358 6775351.73251 6646287.01064 7061496.3167 6237307.04664 6948224.04302
82 6533453.65265 6857977.97315 6727339.29126 7147612.12544 6313371.76672 7032958.48257
83 6612169.96171 6940604.21379 6808391.57188 7233727.93418 6389436.4868 7117692.92212
84 6690886.27078 7023230.45443 6889443.85249 7319843.74292 6465501.20688 7202427.36167
85 6769602.57985 7105856.69507 6970496.13311 7405959.55166 6541565.92696 7287161.80122
86 6848318.88892 7188482.93572 7051548.41373 7492075.3604 6617630.64704 7371896.24076
87 6927035.19799 7271109.17636 7132600.69435 7578191.16914 6693695.36712 7456630.68031
88 7005751.50705 7353735.417 7213652.97496 7664306.97788 6769760.0872 7541365.11986
89 7084467.81612 7436361.65764 7294705.25558 7750422.78662 6845824.80729 7626099.55941
90 7163184.12519 7518987.89828 7375757.5362 7836538.59536 6921889.52737 7710833.99896
91 7241900.43426 7601614.13892 7456809.81682 7922654.4041 6997954.24745 7795568.43851
92 7320616.74333 7684240.37956 7537862.09744 8008770.21284 7074018.96753 7880302.87806
93 7399333.0524 7766866.6202 7618914.37805 8094886.02158 7150083.68761 7965037.31761
94 7478049.36146 7849492.86084 7699966.65867 8181001.83032 7226148.40769 8049771.75716
95 7556765.67053 7932119.10148 7781018.93929 8267117.63906 7302213.12777 8134506.19671
96 7635481.9796 8014745.34212 7862071.21991 8353233.4478 7378277.84785 8219240.63625
97 7714198.28867 8097371.58276 7943123.50052 8439349.25654 7454342.56793 8303975.0758
98 7792914.59774 8179997.8234 8024175.78114 8525465.06528 7530407.28801 8388709.51535
99 7871630.9068 8262624.06404 8105228.06176 8611580.87402 7606472.00809 8473443.9549
100 7950347.21587 8345250.30468 8186280.34238 8697696.68276 7682536.72818 8558178.39445
101 8029063.52494 8427876.54532 8267332.62299 8783812.4915 7758601.44826 8642912.834
102 8107779.83401 8510502.78596 8348384.90361 8869928.30024 7834666.16834 8727647.27355
103 8186496.14308 8593129.0266 8429437.18423 8956044.10898 7910730.88842 8812381.7131
104 8265212.45214 8675755.26724 8510489.46485 9042159.91772 7986795.6085 8897116.15265
105 8343928.76121 8758381.50788 8591541.74546 9128275.72646 8062860.32858 8981850.5922
106 8422645.07028 8841007.74852 8672594.02608 9214391.5352 8138925.04866 9066585.03174
107 8501361.37935 8923633.98916 8753646.3067 9300507.34395 8214989.76874 9151319.47129
108 8580077.68842 9006260.2298 8834698.58732 9386623.15269 8291054.48882 9236053.91084
109 8658793.99748 9088886.47044 8915750.86793 9472738.96143 8367119.2089 9320788.35039
110 8737510.30655 9171512.71109 8996803.14855 9558854.77017 8443183.92899 9405522.78994
111 8816226.61562 9254138.95173 9077855.42917 9644970.57891 8519248.64907 9490257.22949
112 8894942.92469 9336765.19237 9158907.70979 9731086.38765 8595313.36915 9574991.66904
113 8973659.23376 9419391.43301 9239959.9904 9817202.19639 8671378.08923 9659726.10859
114 9052375.54282 9502017.67365 9321012.27102 9903318.00513 8747442.80931 9744460.54814
115 9131091.85189 9584643.91429 9402064.55164 9989433.81387 8823507.52939 9829194.98769
116 9209808.16096 9667270.15493 9483116.83226 10075549.6226 8899572.24947 9913929.42723
117 9288524.47003 9749896.39557 9564169.11287 10161665.4313 8975636.96955 9998663.86678
118 9367240.7791 9832522.63621 9645221.39349 10247781.2401 9051701.68963 10083398.3063
119 9445957.08816 9915148.87685 9726273.67411 10333897.0488 9127766.40971 10168132.7459
120 9524673.39723 9997775.11749 9807325.95473 10420012.8576 9203831.12979 10252867.1854
121 9603389.7063 10080401.3581 9888378.23535 10506128.6663 9279895.84988 10337601.625
122 9682106.01537 10163027.5988 9969430.51596 10592244.475 9355960.56996 10422336.0645
123 9760822.32444 10245653.8394 10050482.7966 10678360.2838 9432025.29004 10507070.5041
124 9839538.6335 10328280.0801 10131535.0772 10764476.0925 9508090.01012 10591804.9436
125 9918254.94257 10410906.3207 10212587.3578 10850591.9013 9584154.7302 10676539.3832
126 9996971.25164 10493532.5613 10293639.6384 10936707.71 9660219.45028 10761273.8227
127 10075687.5607 10576158.802 10374691.9191 11022823.5187 9736284.17036 10846008.2623
128 10154403.8698 10658785.0426 10455744.1997 11108939.3275 9812348.89044 10930742.7018
129 10233120.1788 10741411.2833 10536796.4803 11195055.1362 9888413.61052 11015477.1414
130 10311836.4879 10824037.5239 10617848.7609 11281170.945 9964478.3306 11100211.5809
131 10390552.797 10906663.7645 10698901.0415 11367286.7537 10040543.0507 11184946.0205
132 10469269.106 10989290.0052 10779953.3221 11453402.5625 10116607.7708 11269680.46
133 10547985.4151 11071916.2458 10861005.6028 11539518.3712 10192672.4908 11354414.8996
134 10626701.7242 11154542.4865 10942057.8834 11625634.1799 10268737.2109 11439149.3391
135 10705418.0333 11237168.7271 11023110.164 11711749.9887 10344801.931 11523883.7787
136 10784134.3423 11319794.9677 11104162.4446 11797865.7974 10420866.6511 11608618.2182
137 10862850.6514 11402421.2084 11185214.7252 11883981.6062 10496931.3712 11693352.6578
138 10941566.9605 11485047.449 11266267.0058 11970097.4149 10572996.0913 11778087.0973
139 11020283.2695 11567673.6897 11347319.2865 12056213.2236 10649060.8113 11862821.5369
140 11098999.5786 11650299.9303 11428371.5671 12142329.0324 10725125.5314 11947555.9764
141 11177715.8877 11732926.1709 11509423.8477 12228444.8411 10801190.2515 12032290.416
142 11256432.1967 11815552.4116 11590476.1283 12314560.6499 10877254.9716 12117024.8555
143 11335148.5058 11898178.6522 11671528.4089 12400676.4586 10953319.6917 12201759.2951
144 11413864.8149 11980804.8929 11752580.6895 12486792.2673 11029384.4117 12286493.7346
145 11492581.1239 12063431.1335 11833632.9702 12572908.0761 11105449.1318 12371228.1742
146 11571297.433 12146057.3741 11914685.2508 12659023.8848 11181513.8519 12455962.6137
147 11650013.7421 12228683.6148 11995737.5314 12745139.6936 11257578.572 12540697.0533
148 11728730.0511 12311309.8554 12076789.812 12831255.5023 11333643.2921 12625431.4928
149 11807446.3602 12393936.0961 12157842.0926 12917371.311 11409708.0121 12710165.9324
150 11886162.6693 12476562.3367 12238894.3733 13003487.1198 11485772.7322 12794900.3719
151 11964878.9783 12559188.5773 12319946.6539 13089602.9285 11561837.4523 12879634.8115
152 12043595.2874 12641814.818 12400998.9345 13175718.7373 11637902.1724 12964369.251
153 12122311.5965 12724441.0586 12482051.2151 13261834.546 11713966.8925 13049103.6905
154 12201027.9055 12807067.2993 12563103.4957 13347950.3547 11790031.6125 13133838.1301
155 12279744.2146 12889693.5399 12644155.7763 13434066.1635 11866096.3326 13218572.5696
156 12358460.5237 12972319.7805 12725208.057 13520181.9722 11942161.0527 13303307.0092
157 12437176.8327 13054946.0212 12806260.3376 13606297.781 12018225.7728 13388041.4487
158 12515893.1418 13137572.2618 12887312.6182 13692413.5897 12094290.4929 13472775.8883
159 12594609.4509 13220198.5025 12968364.8988 13778529.3984 12170355.213 13557510.3278
160 12673325.76 13302824.7431 13049417.1794 13864645.2072 12246419.933 13642244.7674
161 12752042.069 13385450.9837 13130469.46 13950761.0159 12322484.6531 13726979.2069
162 12830758.3781 13468077.2244 13211521.7407 14036876.8247 12398549.3732 13811713.6465
163 12909474.6872 13550703.465 13292574.0213 14122992.6334 12474614.0933 13896448.086
164 12988190.9962 13633329.7057 13373626.3019 14209108.4421 12550678.8134 13981182.5256
165 13066907.3053 13715955.9463 13454678.5825 14295224.2509 12626743.5334 14065916.9651
166 13145623.6144 13798582.1869 13535730.8631 14381340.0596 12702808.2535 14150651.4047
167 13224339.9234 13881208.4276 13616783.1438 14467455.8684 12778872.9736 14235385.8442
168 13303056.2325 13963834.6682 13697835.4244 14553571.6771 12854937.6937 14320120.2838
169 13381772.5416 14046460.9089 13778887.705 14639687.4858 12931002.4138 14404854.7233
170 13460488.8506 14129087.1495 13859939.9856 14725803.2946 13007067.1338 14489589.1629
171 13539205.1597 14211713.3901 13940992.2662 14811919.1033 13083131.8539 14574323.6024
172 13617921.4688 14294339.6308 14022044.5468 14898034.9121 13159196.574 14659058.042
173 13696637.7778 14376965.8714 14103096.8275 14984150.7208 13235261.2941 14743792.4815
174 13775354.0869 14459592.1121 14184149.1081 15070266.5295 13311326.0142 14828526.9211
175 13854070.396 14542218.3527 14265201.3887 15156382.3383 13387390.7342 14913261.3606
176 13932786.705 14624844.5934 14346253.6693 15242498.147 13463455.4543 14997995.8002
177 14011503.0141 14707470.834 14427305.9499 15328613.9558 13539520.1744 15082730.2397
178 14090219.3232 14790097.0746 14508358.2305 15414729.7645 13615584.8945 15167464.6793
179 14168935.6322 14872723.3153 14589410.5112 15500845.5732 13691649.6146 15252199.1188
180 14247651.9413 14955349.5559 14670462.7918 15586961.382 13767714.3347 15336933.5584
181 14326368.2504 15037975.7966 14751515.0724 15673077.1907 13843779.0547 15421667.9979
182 14405084.5595 15120602.0372 14832567.353 15759192.9995 13919843.7748 15506402.4375
183 14483800.8685 15203228.2778 14913619.6336 15845308.8082 13995908.4949 15591136.877
184 14562517.1776 15285854.5185 14994671.9143 15931424.6169 14071973.215 15675871.3166
185 14641233.4867 15368480.7591 15075724.1949 16017540.4257 14148037.9351 15760605.7561
186 14719949.7957 15451106.9998 15156776.4755 16103656.2344 14224102.6551 15845340.1957
187 14798666.1048 15533733.2404 15237828.7561 16189772.0432 14300167.3752 15930074.6352
188 14877382.4139 15616359.481 15318881.0367 16275887.8519 14376232.0953 16014809.0748
189 14956098.7229 15698985.7217 15399933.3173 16362003.6606 14452296.8154 16099543.5143
190 15034815.032 15781611.9623 15480985.598 16448119.4694 14528361.5355 16184277.9539
191 15113531.3411 15864238.203 15562037.8786 16534235.2781 14604426.2555 16269012.3934
192 15192247.6501 15946864.4436 15643090.1592 16620351.0869 14680490.9756 16353746.833
193 15270963.9592 16029490.6842 15724142.4398 16706466.8956 14756555.6957 16438481.2725
194 15349680.2683 16112116.9249 15805194.7204 16792582.7043 14832620.4158 16523215.7121
195 15428396.5773 16194743.1655 15886247.001 16878698.5131 14908685.1359 16607950.1516
196 15507112.8864 16277369.4062 15967299.2817 16964814.3218 14984749.8559 16692684.5912
197 15585829.1955 16359995.6468 16048351.5623 17050930.1306 15060814.576 16777419.0307
198 15664545.5045 16442621.8874 16129403.8429 17137045.9393 15136879.2961 16862153.4703
199 15743261.8136 16525248.1281 16210456.1235 17223161.748 15212944.0162 16946887.9098
200 15821978.1227 16607874.3687 16291508.4041 17309277.5568 15289008.7363 17031622.3494
201 15900694.4317 16690500.6094 16372560.6848 17395393.3655 15365073.4564 17116356.7889
202 15979410.7408 16773126.85 16453612.9654 17481509.1743 15441138.1764 17201091.2285
203 16058127.0499 16855753.0906 16534665.246 17567624.983 15517202.8965 17285825.668
204 16136843.3589 16938379.3313 16615717.5266 17653740.7917 15593267.6166 17370560.1075
205 16215559.668 17021005.5719 16696769.8072 17739856.6005 15669332.3367 17455294.5471
206 16294275.9771 17103631.8126 16777822.0878 17825972.4092 15745397.0568 17540028.9866
207 16372992.2862 17186258.0532 16858874.3685 17912088.218 15821461.7768 17624763.4262
208 16451708.5952 17268884.2938 16939926.6491 17998204.0267 15897526.4969 17709497.8657
209 16530424.9043 17351510.5345 17020978.9297 18084319.8354 15973591.217 17794232.3053
210 16609141.2134 17434136.7751 17102031.2103 18170435.6442 16049655.9371 17878966.7448
211 16687857.5224 17516763.0158 17183083.4909 18256551.4529 16125720.6572 17963701.1844
212 16766573.8315 17599389.2564 17264135.7715 18342667.2617 16201785.3772 18048435.6239
213 16845290.1406 17682015.497 17345188.0522 18428783.0704 16277850.0973 18133170.0635
214 16924006.4496 17764641.7377 17426240.3328 18514898.8792 16353914.8174 18217904.503
215 17002722.7587 17847267.9783 17507292.6134 18601014.6879 16429979.5375 18302638.9426
216 17081439.0678 17929894.219 17588344.894 18687130.4966 16506044.2576 18387373.3821
217 17160155.3768 18012520.4596 17669397.1746 18773246.3054 16582108.9776 18472107.8217
218 17238871.6859 18095146.7002 17750449.4553 18859362.1141 16658173.6977 18556842.2612
219 17317587.995 18177772.9409 17831501.7359 18945477.9229 16734238.4178 18641576.7008
220 17396304.304 18260399.1815 17912554.0165 19031593.7316 16810303.1379 18726311.1403
221 17475020.6131 18343025.4222 17993606.2971 19117709.5403 16886367.858 18811045.5799
222 17553736.9222 18425651.6628 18074658.5777 19203825.3491 16962432.5781 18895780.0194
223 17632453.2312 18508277.9035 18155710.8583 19289941.1578 17038497.2981 18980514.459
224 17711169.5403 18590904.1441 18236763.139 19376056.9666 17114562.0182 19065248.8985
225 17789885.8494 18673530.3847 18317815.4196 19462172.7753 17190626.7383 19149983.3381
226 17868602.1584 18756156.6254 18398867.7002 19548288.584 17266691.4584 19234717.7776
227 17947318.4675 18838782.866 18479919.9808 19634404.3928 17342756.1785 19319452.2172
228 18026034.7766 18921409.1067 18560972.2614 19720520.2015 17418820.8985 19404186.6567
229 18104751.0856 19004035.3473 18642024.542 19806636.0103 17494885.6186 19488921.0963
230 18183467.3947 19086661.5879 18723076.8227 19892751.819 17570950.3387 19573655.5358
231 18262183.7038 19169287.8286 18804129.1033 19978867.6277 17647015.0588 19658389.9754
232 18340900.0129 19251914.0692 18885181.3839 20064983.4365 17723079.7789 19743124.4149
233 18419616.3219 19334540.3099 18966233.6645 20151099.2452 17799144.4989 19827858.8545
234 18498332.631 19417166.5505 19047285.9451 20237215.054 17875209.219 19912593.294
235 18577048.9401 19499792.7911 19128338.2257 20323330.8627 17951273.9391 19997327.7336
236 18655765.2491 19582419.0318 19209390.5064 20409446.6714 18027338.6592 20082062.1731
237 18734481.5582 19665045.2724 19290442.787 20495562.4802 18103403.3793 20166796.6127
238 18813197.8673 19747671.5131 19371495.0676 20581678.2889 18179468.0993 20251531.0522
239 18891914.1763 19830297.7537 19452547.3482 20667794.0977 18255532.8194 20336265.4918
240 18970630.4854 19912923.9943 19533599.6288 20753909.9064 18331597.5395 20420999.9313
241 19049346.7945 19995550.235 19614651.9095 20840025.7151 18407662.2596 20505734.3709
242 19128063.1035 20078176.4756 19695704.1901 20926141.5239 18483726.9797 20590468.8104
243 19206779.4126 20160802.7163 19776756.4707 21012257.3326 18559791.6998 20675203.25
244 19285495.7217 20243428.9569 19857808.7513 21098373.1414 18635856.4198 20759937.6895
245 19364212.0307 20326055.1975 19938861.0319 21184488.9501 18711921.1399 20844672.1291
246 19442928.3398 20408681.4382 20019913.3125 21270604.7588 18787985.86 20929406.5686
247 19521644.6489 20491307.6788 20100965.5932 21356720.5676 18864050.5801 21014141.0082
248 19600360.9579 20573933.9195 20182017.8738 21442836.3763 18940115.3002 21098875.4477
249 19679077.267 20656560.1601 20263070.1544 21528952.1851 19016180.0202 21183609.8873
250 19757793.5761 20739186.4007 20344122.435 21615067.9938 19092244.7403 21268344.3268
251 19836509.8851 20821812.6414 20425174.7156 21701183.8025 19168309.4604 21353078.7664
252 19915226.1942 20904438.882 20506226.9962 21787299.6113 19244374.1805 21437813.2059
253 19993942.5033 20987065.1227 20587279.2769 21873415.42 19320438.9006 21522547.6455
254 20072658.8123 21069691.3633 20668331.5575 21959531.2288 19396503.6206 21607282.085
255 20151375.1214 21152317.6039 20749383.8381 22045647.0375 19472568.3407 21692016.5245
256 20230091.4305 21234943.8446 20830436.1187 22131762.8462 19548633.0608 21776750.9641
257 20308807.7396 21317570.0852 20911488.3993 22217878.655 19624697.7809 21861485.4036
258 20387524.0486 21400196.3259 20992540.68 22303994.4637 19700762.501 21946219.8432
259 20466240.3577 21482822.5665 21073592.9606 22390110.2725 19776827.221 22030954.2827
260 20544956.6668 21565448.8071 21154645.2412 22476226.0812 19852891.9411 22115688.7223
261 20623672.9758 21648075.0478 21235697.5218 22562341.8899 19928956.6612 22200423.1618
262 20702389.2849 21730701.2884 21316749.8024 22648457.6987 20005021.3813 22285157.6014
263 20781105.594 21813327.5291 21397802.083 22734573.5074 20081086.1014 22369892.0409
264 20859821.903 21895953.7697 21478854.3637 22820689.3162 20157150.8215 22454626.4805
265 20938538.2121 21978580.0103 21559906.6443 22906805.1249 20233215.5415 22539360.92
266 21017254.5212 22061206.251 21640958.9249 22992920.9336 20309280.2616 22624095.3596
267 21095970.8302 22143832.4916 21722011.2055 23079036.7424 20385344.9817 22708829.7991
268 21174687.1393 22226458.7323 21803063.4861 23165152.5511 20461409.7018 22793564.2387
269 21253403.4484 22309084.9729 21884115.7667 23251268.3599 20537474.4219 22878298.6782
270 21332119.7574 22391711.2136 21965168.0474 23337384.1686 20613539.1419 22963033.1178
271 21410836.0665 22474337.4542 22046220.328 23423499.9773 20689603.862 23047767.5573
272 21489552.3756 22556963.6948 22127272.6086 23509615.7861 20765668.5821 23132501.9969
273 21568268.6846 22639589.9355 22208324.8892 23595731.5948 20841733.3022 23217236.4364
274 21646984.9937 22722216.1761 22289377.1698 23681847.4036 20917798.0223 23301970.876
275 21725701.3028 22804842.4168 22370429.4505 23767963.2123 20993862.7423 23386705.3155
276 21804417.6118 22887468.6574 22451481.7311 23854079.021 21069927.4624 23471439.7551
277 21883133.9209 22970094.898 22532534.0117 23940194.8298 21145992.1825 23556174.1946
278 21961850.23 23052721.1387 22613586.2923 24026310.6385 21222056.9026 23640908.6342
279 22040566.539 23135347.3793 22694638.5729 24112426.4473 21298121.6227 23725643.0737
280 22119282.8481 23217973.62 22775690.8535 24198542.256 21374186.3427 23810377.5133
281 22197999.1572 23300599.8606 22856743.1342 24284658.0647 21450251.0628 23895111.9528
282 22276715.4663 23383226.1012 22937795.4148 24370773.8735 21526315.7829 23979846.3924
283 22355431.7753 23465852.3419 23018847.6954 24456889.6822 21602380.503 24064580.8319
284 22434148.0844 23548478.5825 23099899.976 24543005.491 21678445.2231 24149315.2715
285 22512864.3935 23631104.8232 23180952.2566 24629121.2997 21754509.9432 24234049.711
286 22591580.7025 23713731.0638 23262004.5372 24715237.1084 21830574.6632 24318784.1506
287 22670297.0116 23796357.3044 23343056.8179 24801352.9172 21906639.3833 24403518.5901
288 22749013.3207 23878983.5451 23424109.0985 24887468.7259 21982704.1034 24488253.0297
289 22827729.6297 23961609.7857 23505161.3791 24973584.5347 22058768.8235 24572987.4692
290 22906445.9388 24044236.0264 23586213.6597 25059700.3434 22134833.5436 24657721.9088
291 22985162.2479 24126862.267 23667265.9403 25145816.1521 22210898.2636 24742456.3483
292 23063878.5569 24209488.5076 23748318.221 25231931.9609 22286962.9837 24827190.7879
293 23142594.866 24292114.7483 23829370.5016 25318047.7696 22363027.7038 24911925.2274
294 23221311.1751 24374740.9889 23910422.7822 25404163.5784 22439092.4239 24996659.667
295 23300027.4841 24457367.2296 23991475.0628 25490279.3871 22515157.144 25081394.1065
296 23378743.7932 24539993.4702 24072527.3434 25576395.1958 22591221.864 25166128.5461
297 23457460.1023 24622619.7108 24153579.624 25662511.0046 22667286.5841 25250862.9856
298 23536176.4113 24705245.9515 24234631.9047 25748626.8133 22743351.3042 25335597.4252
299 23614892.7204 24787872.1921 24315684.1853 25834742.6221 22819416.0243 25420331.8647
300 23693609.0295 24870498.4328 24396736.4659 25920858.4308 22895480.7444 25505066.3043
301 23772325.3385 24953124.6734 24477788.7465 26006974.2396 22971545.4644 25589800.7438
302 23851041.6476 25035750.914 24558841.0271 26093090.0483 23047610.1845 25674535.1834
303 23929757.9567 25118377.1547 24639893.3077 26179205.857 23123674.9046 25759269.6229
304 24008474.2658 25201003.3953 24720945.5884 26265321.6658 23199739.6247 25844004.0625
305 24087190.5748 25283629.636 24801997.869 26351437.4745 23275804.3448 25928738.502
306 24165906.8839 25366255.8766 24883050.1496 26437553.2833 23351869.0649 26013472.9415
307 24244623.193 25448882.1172 24964102.4302 26523669.092 23427933.7849 26098207.3811
308 24323339.502 25531508.3579 25045154.7108 26609784.9007 23503998.505 26182941.8206
309 24402055.8111 25614134.5985 25126206.9915 26695900.7095 23580063.2251 26267676.2602
310 24480772.1202 25696760.8392 25207259.2721 26782016.5182 23656127.9452 26352410.6997
311 24559488.4292 25779387.0798 25288311.5527 26868132.327 23732192.6653 26437145.1393
312 24638204.7383 25862013.3204 25369363.8333 26954248.1357 23808257.3853 26521879.5788
313 24716921.0474 25944639.5611 25450416.1139 27040363.9444 23884322.1054 26606614.0184
314 24795637.3564 26027265.8017 25531468.3945 27126479.7532 23960386.8255 26691348.4579
315 24874353.6655 26109892.0424 25612520.6752 27212595.5619 24036451.5456 26776082.8975
316 24953069.9746 26192518.283 25693572.9558 27298711.3707 24112516.2657 26860817.337
317 25031786.2836 26275144.5236 25774625.2364 27384827.1794 24188580.9857 26945551.7766
318 25110502.5927 26357770.7643 25855677.517 27470942.9881 24264645.7058 27030286.2161
319 25189218.9018 26440397.0049 25936729.7976 27557058.7969 24340710.4259 27115020.6557
320 25267935.2108 26523023.2456 26017782.0782 27643174.6056 24416775.146 27199755.0952
