#t lex rand randsort randsortdesc randw randwnoh 
68 10027341.2393 10036640.7976 10119349.7991 9358494.50761 9346652.78076 9247595.54716
69 10172665.0254 10182099.3599 10266007.0425 9494124.86279 9482111.51671 9381618.67103
70 10317988.8115 10327557.9222 10412664.286 9629755.21797 9617570.25266 9515641.7949
71 10463312.5975 10473016.4845 10559321.5295 9765385.57315 9753028.98862 9649664.91877
72 10608636.3836 10618475.0468 10705978.7729 9901015.92834 9888487.72457 9783688.04264
73 10753960.1697 10763933.6091 10852636.0164 10036646.2835 10023946.4605 9917711.16652
74 10899283.9558 10909392.1714 10999293.2598 10172276.6387 10159405.1965 10051734.2904
75 11044607.7418 11054850.7336 11145950.5033 10307906.9939 10294863.9324 10185757.4143
76 11189931.5279 11200309.2959 11292607.7468 10443537.3491 10430322.6684 10319780.5381
77 11335255.314 11345767.8582 11439264.9902 10579167.7043 10565781.4043 10453803.662
78 11480579.1001 11491226.4205 11585922.2337 10714798.0594 10701240.1403 10587826.7859
79 11625902.8862 11636684.9828 11732579.4772 10850428.4146 10836698.8762 10721849.9097
80 11771226.6722 11782143.5451 11879236.7206 10986058.7698 10972157.6122 10855873.0336
81 11916550.4583 11927602.1073 12025893.9641 11121689.125 11107616.3481 10989896.1575
82 12061874.2444 12073060.6696 12172551.2076 11257319.4802 11243075.0841 11123919.2814
83 12207198.0305 12218519.2319 12319208.451 11392949.8353 11378533.8201 11257942.4052
84 12352521.8165 12363977.7942 12465865.6945 11528580.1905 11513992.556 11391965.5291
85 12497845.6026 12509436.3565 12612522.938 11664210.5457 11649451.292 11525988.653
86 12643169.3887 12654894.9188 12759180.1814 11799840.9009 11784910.0279 11660011.7768
87 12788493.1748 12800353.4811 12905837.4249 11935471.2561 11920368.7639 11794034.9007
88 12933816.9608 12945812.0433 13052494.6684 12071101.6113 12055827.4998 11928058.0246
89 13079140.7469 13091270.6056 13199151.9118 12206731.9664 12191286.2358 12062081.1485
90 13224464.533 13236729.1679 13345809.1553 12342362.3216 12326744.9717 12196104.2723
91 13369788.3191 13382187.7302 13492466.3987 12477992.6768 12462203.7077 12330127.3962
92 13515112.1052 13527646.2925 13639123.6422 12613623.032 12597662.4436 12464150.5201
93 13660435.8912 13673104.8548 13785780.8857 12749253.3872 12733121.1796 12598173.644
94 13805759.6773 13818563.417 13932438.1291 12884883.7424 12868579.9155 12732196.7678
95 13951083.4634 13964021.9793 14079095.3726 13020514.0975 13004038.6515 12866219.8917
96 14096407.2495 14109480.5416 14225752.6161 13156144.4527 13139497.3874 13000243.0156
97 14241731.0355 14254939.1039 14372409.8595 13291774.8079 13274956.1234 13134266.1394
98 14387054.8216 14400397.6662 14519067.103 13427405.1631 13410414.8593 13268289.2633
99 14532378.6077 14545856.2285 14665724.3465 13563035.5183 13545873.5953 13402312.3872
100 14677702.3938 14691314.7908 14812381.5899 13698665.8735 13681332.3313 13536335.5111
101 14823026.1798 14836773.353 14959038.8334 13834296.2286 13816791.0672 13670358.6349
102 14968349.9659 14982231.9153 15105696.0769 13969926.5838 13952249.8032 13804381.7588
103 15113673.752 15127690.4776 15252353.3203 14105556.939 14087708.5391 13938404.8827
104 15258997.5381 15273149.0399 15399010.5638 14241187.2942 14223167.2751 14072428.0065
105 15404321.3242 15418607.6022 15545667.8073 14376817.6494 14358626.011 14206451.1304
106 15549645.1102 15564066.1645 15692325.0507 14512448.0045 14494084.747 14340474.2543
107 15694968.8963 15709524.7267 15838982.2942 14648078.3597 14629543.4829 14474497.3782
108 15840292.6824 15854983.289 15985639.5376 14783708.7149 14765002.2189 14608520.502
109 15985616.4685 16000441.8513 16132296.7811 14919339.0701 14900460.9548 14742543.6259
110 16130940.2545 16145900.4136 16278954.0246 15054969.4253 15035919.6908 14876566.7498
111 16276264.0406 16291358.9759 16425611.268 15190599.7805 15171378.4267 15010589.8736
112 16421587.8267 16436817.5382 16572268.5115 15326230.1356 15306837.1627 15144612.9975
113 16566911.6128 16582276.1005 16718925.755 15461860.4908 15442295.8986 15278636.1214
114 16712235.3988 16727734.6627 16865582.9984 15597490.846 15577754.6346 15412659.2453
115 16857559.1849 16873193.225 17012240.2419 15733121.2012 15713213.3706 15546682.3691
116 17002882.971 17018651.7873 17158897.4854 15868751.5564 15848672.1065 15680705.493
117 17148206.7571 17164110.3496 17305554.7288 16004381.9116 15984130.8425 15814728.6169
118 17293530.5432 17309568.9119 17452211.9723 16140012.2667 16119589.5784 15948751.7407
119 17438854.3292 17455027.4742 17598869.2158 16275642.6219 16255048.3144 16082774.8646
120 17584178.1153 17600486.0364 17745526.4592 16411272.9771 16390507.0503 16216797.9885
121 17729501.9014 17745944.5987 17892183.7027 16546903.3323 16525965.7863 16350821.1124
122 17874825.6875 17891403.161 18038840.9461 16682533.6875 16661424.5222 16484844.2362
123 18020149.4735 18036861.7233 18185498.1896 16818164.0427 16796883.2582 16618867.3601
124 18165473.2596 18182320.2856 18332155.4331 16953794.3978 16932341.9941 16752890.484
125 18310797.0457 18327778.8479 18478812.6765 17089424.753 17067800.7301 16886913.6079
126 18456120.8318 18473237.4102 18625469.92 17225055.1082 17203259.466 17020936.7317
127 18601444.6178 18618695.9724 18772127.1635 17360685.4634 17338718.202 17154959.8556
128 18746768.4039 18764154.5347 18918784.4069 17496315.8186 17474176.9379 17288982.9795
129 18892092.19 18909613.097 19065441.6504 17631946.1738 17609635.6739 17423006.1033
130 19037415.9761 19055071.6593 19212098.8939 17767576.5289 17745094.4098 17557029.2272
131 19182739.7622 19200530.2216 19358756.1373 17903206.8841 17880553.1458 17691052.3511
132 19328063.5482 19345988.7839 19505413.3808 18038837.2393 18016011.8818 17825075.475
133 19473387.3343 19491447.3462 19652070.6243 18174467.5945 18151470.6177 17959098.5988
134 19618711.1204 19636905.9084 19798727.8677 18310097.9497 18286929.3537 18093121.7227
135 19764034.9065 19782364.4707 19945385.1112 18445728.3048 18422388.0896 18227144.8466
136 19909358.6925 19927823.033 20092042.3547 18581358.66 18557846.8256 18361167.9704
137 20054682.4786 20073281.5953 20238699.5981 18716989.0152 18693305.5615 18495191.0943
138 20200006.2647 20218740.1576 20385356.8416 18852619.3704 18828764.2975 18629214.2182
139 20345330.0508 20364198.7199 20532014.085 18988249.7256 18964223.0334 18763237.3421
140 20490653.8368 20509657.2821 20678671.3285 19123880.0808 19099681.7694 18897260.4659
141 20635977.6229 20655115.8444 20825328.572 19259510.4359 19235140.5053 19031283.5898
142 20781301.409 20800574.4067 20971985.8154 19395140.7911 19370599.2413 19165306.7137
143 20926625.1951 20946032.969 21118643.0589 19530771.1463 19506057.9772 19299329.8375
144 21071948.9812 21091491.5313 21265300.3024 19666401.5015 19641516.7132 19433352.9614
145 21217272.7672 21236950.0936 21411957.5458 19802031.8567 19776975.4491 19567376.0853
146 21362596.5533 21382408.6559 21558614.7893 19937662.2119 19912434.1851 19701399.2092
147 21507920.3394 21527867.2181 21705272.0328 20073292.567 20047892.921 19835422.333
148 21653244.1255 21673325.7804 21851929.2762 20208922.9222 20183351.657 19969445.4569
149 21798567.9115 21818784.3427 21998586.5197 20344553.2774 20318810.393 20103468.5808
150 21943891.6976 21964242.905 22145243.7632 20480183.6326 20454269.1289 20237491.7046
151 22089215.4837 22109701.4673 22291901.0066 20615813.9878 20589727.8649 20371514.8285
152 22234539.2698 22255160.0296 22438558.2501 20751444.343 20725186.6008 20505537.9524
153 22379863.0558 22400618.5918 22585215.4936 20887074.6981 20860645.3368 20639561.0763
154 22525186.8419 22546077.1541 22731872.737 21022705.0533 20996104.0727 20773584.2001
155 22670510.628 22691535.7164 22878529.9805 21158335.4085 21131562.8087 20907607.324
156 22815834.4141 22836994.2787 23025187.2239 21293965.7637 21267021.5446 21041630.4479
157 22961158.2002 22982452.841 23171844.4674 21429596.1189 21402480.2806 21175653.5717
158 23106481.9862 23127911.4033 23318501.7109 21565226.474 21537939.0165 21309676.6956
159 23251805.7723 23273369.9656 23465158.9543 21700856.8292 21673397.7525 21443699.8195
160 23397129.5584 23418828.5278 23611816.1978 21836487.1844 21808856.4884 21577722.9434
161 23542453.3445 23564287.0901 23758473.4413 21972117.5396 21944315.2244 21711746.0672
162 23687777.1305 23709745.6524 23905130.6847 22107747.8948 22079773.9603 21845769.1911
163 23833100.9166 23855204.2147 24051787.9282 22243378.25 22215232.6963 21979792.315
164 23978424.7027 24000662.777 24198445.1717 22379008.6051 22350691.4322 22113815.4389
165 24123748.4888 24146121.3393 24345102.4151 22514638.9603 22486150.1682 22247838.5627
166 24269072.2748 24291579.9015 24491759.6586 22650269.3155 22621608.9042 22381861.6866
167 24414396.0609 24437038.4638 24638416.9021 22785899.6707 22757067.6401 22515884.8105
168 24559719.847 24582497.0261 24785074.1455 22921530.0259 22892526.3761 22649907.9343
169 24705043.6331 24727955.5884 24931731.389 23057160.3811 23027985.112 22783931.0582
170 24850367.4192 24873414.1507 25078388.6325 23192790.7362 23163443.848 22917954.1821
171 24995691.2052 25018872.713 25225045.8759 23328421.0914 23298902.5839 23051977.306
172 25141014.9913 25164331.2753 25371703.1194 23464051.4466 23434361.3199 23186000.4298
173 25286338.7774 25309789.8375 25518360.3628 23599681.8018 23569820.0558 23320023.5537
174 25431662.5635 25455248.3998 25665017.6063 23735312.157 23705278.7918 23454046.6776
175 25576986.3495 25600706.9621 25811674.8498 23870942.5122 23840737.5277 23588069.8014
176 25722310.1356 25746165.5244 25958332.0932 24006572.8673 23976196.2637 23722092.9253
177 25867633.9217 25891624.0867 26104989.3367 24142203.2225 24111654.9996 23856116.0492
178 26012957.7078 26037082.649 26251646.5802 24277833.5777 24247113.7356 23990139.1731
179 26158281.4938 26182541.2112 26398303.8236 24413463.9329 24382572.4715 24124162.2969
180 26303605.2799 26327999.7735 26544961.0671 24549094.2881 24518031.2075 24258185.4208
181 26448929.066 26473458.3358 26691618.3106 24684724.6433 24653489.9435 24392208.5447
182 26594252.8521 26618916.8981 26838275.554 24820354.9984 24788948.6794 24526231.6685
183 26739576.6382 26764375.4604 26984932.7975 24955985.3536 24924407.4154 24660254.7924
184 26884900.4242 26909834.0227 27131590.041 25091615.7088 25059866.1513 24794277.9163
185 27030224.2103 27055292.585 27278247.2844 25227246.064 25195324.8873 24928301.0402
186 27175547.9964 27200751.1472 27424904.5279 25362876.4192 25330783.6232 25062324.164
187 27320871.7825 27346209.7095 27571561.7714 25498506.7743 25466242.3592 25196347.2879
188 27466195.5685 27491668.2718 27718219.0148 25634137.1295 25601701.0951 25330370.4118
189 27611519.3546 27637126.8341 27864876.2583 25769767.4847 25737159.8311 25464393.5356
190 27756843.1407 27782585.3964 28011533.5017 25905397.8399 25872618.567 25598416.6595
191 27902166.9268 27928043.9587 28158190.7452 26041028.1951 26008077.303 25732439.7834
192 28047490.7128 28073502.5209 28304847.9887 26176658.5503 26143536.0389 25866462.9073
193 28192814.4989 28218961.0832 28451505.2321 26312288.9054 26278994.7749 26000486.0311
194 28338138.285 28364419.6455 28598162.4756 26447919.2606 26414453.5108 26134509.155
195 28483462.0711 28509878.2078 28744819.7191 26583549.6158 26549912.2468 26268532.2789
196 28628785.8572 28655336.7701 28891476.9625 26719179.971 26685370.9827 26402555.4027
197 28774109.6432 28800795.3324 29038134.206 26854810.3262 26820829.7187 26536578.5266
198 28919433.4293 28946253.8947 29184791.4495 26990440.6814 26956288.4547 26670601.6505
199 29064757.2154 29091712.4569 29331448.6929 27126071.0365 27091747.1906 26804624.7744
200 29210081.0015 29237171.0192 29478105.9364 27261701.3917 27227205.9266 26938647.8982
201 29355404.7875 29382629.5815 29624763.1799 27397331.7469 27362664.6625 27072671.0221
202 29500728.5736 29528088.1438 29771420.4233 27532962.1021 27498123.3985 27206694.146
203 29646052.3597 29673546.7061 29918077.6668 27668592.4573 27633582.1344 27340717.2699
204 29791376.1458 29819005.2684 30064734.9102 27804222.8125 27769040.8704 27474740.3937
205 29936699.9318 29964463.8307 30211392.1537 27939853.1676 27904499.6063 27608763.5176
206 30082023.7179 30109922.3929 30358049.3972 28075483.5228 28039958.3423 27742786.6415
207 30227347.504 30255380.9552 30504706.6406 28211113.878 28175417.0782 27876809.7653
208 30372671.2901 30400839.5175 30651363.8841 28346744.2332 28310875.8142 28010832.8892
209 30517995.0762 30546298.0798 30798021.1276 28482374.5884 28446334.5501 28144856.0131
210 30663318.8622 30691756.6421 30944678.371 28618004.9436 28581793.2861 28278879.137
211 30808642.6483 30837215.2044 31091335.6145 28753635.2987 28717252.022 28412902.2608
212 30953966.4344 30982673.7666 31237992.858 28889265.6539 28852710.758 28546925.3847
213 31099290.2205 31128132.3289 31384650.1014 29024896.0091 28988169.4939 28680948.5086
214 31244614.0065 31273590.8912 31531307.3449 29160526.3643 29123628.2299 28814971.6324
215 31389937.7926 31419049.4535 31677964.5884 29296156.7195 29259086.9659 28948994.7563
216 31535261.5787 31564508.0158 31824621.8318 29431787.0746 29394545.7018 29083017.8802
217 31680585.3648 31709966.5781 31971279.0753 29567417.4298 29530004.4378 29217041.0041
218 31825909.1508 31855425.1404 32117936.3188 29703047.785 29665463.1737 29351064.1279
219 31971232.9369 32000883.7026 32264593.5622 29838678.1402 29800921.9097 29485087.2518
220 32116556.723 32146342.2649 32411250.8057 29974308.4954 29936380.6456 29619110.3757
221 32261880.5091 32291800.8272 32557908.0491 30109938.8506 30071839.3816 29753133.4995
222 32407204.2952 32437259.3895 32704565.2926 30245569.2057 30207298.1175 29887156.6234
223 32552528.0812 32582717.9518 32851222.5361 30381199.5609 30342756.8535 30021179.7473
224 32697851.8673 32728176.5141 32997879.7795 30516829.9161 30478215.5894 30155202.8712
225 32843175.6534 32873635.0763 33144537.023 30652460.2713 30613674.3254 30289225.995
226 32988499.4395 33019093.6386 33291194.2665 30788090.6265 30749133.0613 30423249.1189
227 33133823.2255 33164552.2009 33437851.5099 30923720.9817 30884591.7973 30557272.2428
228 33279147.0116 33310010.7632 33584508.7534 31059351.3368 31020050.5332 30691295.3666
229 33424470.7977 33455469.3255 33731165.9969 31194981.692 31155509.2692 30825318.4905
230 33569794.5838 33600927.8878 33877823.2403 31330612.0472 31290968.0051 30959341.6144
231 33715118.3698 33746386.4501 34024480.4838 31466242.4024 31426426.7411 31093364.7383
232 33860442.1559 33891845.0123 34171137.7273 31601872.7576 31561885.4771 31227387.8621
233 34005765.942 34037303.5746 34317794.9707 31737503.1128 31697344.213 31361410.986
234 34151089.7281 34182762.1369 34464452.2142 31873133.4679 31832802.949 31495434.1099
235 34296413.5142 34328220.6992 34611109.4577 32008763.8231 31968261.6849 31629457.2338
236 34441737.3002 34473679.2615 34757766.7011 32144394.1783 32103720.4209 31763480.3576
237 34587061.0863 34619137.8238 34904423.9446 32280024.5335 32239179.1568 31897503.4815
238 34732384.8724 34764596.386 35051081.188 32415654.8887 32374637.8928 32031526.6054
239 34877708.6585 34910054.9483 35197738.4315 32551285.2438 32510096.6287 32165549.7292
240 35023032.4445 35055513.5106 35344395.675 32686915.599 32645555.3647 32299572.8531
241 35168356.2306 35200972.0729 35491052.9184 32822545.9542 32781014.1006 32433595.977
242 35313680.0167 35346430.6352 35637710.1619 32958176.3094 32916472.8366 32567619.1009
243 35459003.8028 35491889.1975 35784367.4054 33093806.6646 33051931.5725 32701642.2247
244 35604327.5888 35637347.7598 35931024.6488 33229437.0198 33187390.3085 32835665.3486
245 35749651.3749 35782806.322 36077681.8923 33365067.3749 33322849.0444 32969688.4725
246 35894975.161 35928264.8843 36224339.1358 33500697.7301 33458307.7804 33103711.5963
247 36040298.9471 36073723.4466 36370996.3792 33636328.0853 33593766.5164 33237734.7202
248 36185622.7332 36219182.0089 36517653.6227 33771958.4405 33729225.2523 33371757.8441
249 36330946.5192 36364640.5712 36664310.8662 33907588.7957 33864683.9883 33505780.968
250 36476270.3053 36510099.1335 36810968.1096 34043219.1509 34000142.7242 33639804.0918
251 36621594.0914 36655557.6957 36957625.3531 34178849.506 34135601.4602 33773827.2157
252 36766917.8775 36801016.258 37104282.5966 34314479.8612 34271060.1961 33907850.3396
253 36912241.6635 36946474.8203 37250939.84 34450110.2164 34406518.9321 34041873.4634
254 37057565.4496 37091933.3826 37397597.0835 34585740.5716 34541977.668 34175896.5873
255 37202889.2357 37237391.9449 37544254.3269 34721370.9268 34677436.404 34309919.7112
256 37348213.0218 37382850.5072 37690911.5704 34857001.282 34812895.1399 34443942.8351
257 37493536.8078 37528309.0695 37837568.8139 34992631.6371 34948353.8759 34577965.9589
258 37638860.5939 37673767.6317 37984226.0573 35128261.9923 35083812.6118 34711989.0828
259 37784184.38 37819226.194 38130883.3008 35263892.3475 35219271.3478 34846012.2067
260 37929508.1661 37964684.7563 38277540.5443 35399522.7027 35354730.0837 34980035.3305
261 38074831.9522 38110143.3186 38424197.7877 35535153.0579 35490188.8197 35114058.4544
262 38220155.7382 38255601.8809 38570855.0312 35670783.4131 35625647.5556 35248081.5783
263 38365479.5243 38401060.4432 38717512.2747 35806413.7682 35761106.2916 35382104.7022
264 38510803.3104 38546519.0054 38864169.5181 35942044.1234 35896565.0276 35516127.826
265 38656127.0965 38691977.5677 39010826.7616 36077674.4786 36032023.7635 35650150.9499
266 38801450.8825 38837436.13 39157484.0051 36213304.8338 36167482.4995 35784174.0738
267 38946774.6686 38982894.6923 39304141.2485 36348935.189 36302941.2354 35918197.1976
268 39092098.4547 39128353.2546 39450798.492 36484565.5441 36438399.9714 36052220.3215
269 39237422.2408 39273811.8169 39597455.7355 36620195.8993 36573858.7073 36186243.4454
270 39382746.0268 39419270.3792 39744112.9789 36755826.2545 36709317.4433 36320266.5693
271 39528069.8129 39564728.9414 39890770.2224 36891456.6097 36844776.1792 36454289.6931
272 39673393.599 39710187.5037 40037427.4658 37027086.9649 36980234.9152 36588312.817
273 39818717.3851 39855646.066 40184084.7093 37162717.3201 37115693.6511 36722335.9409
274 39964041.1712 40001104.6283 40330741.9528 37298347.6752 37251152.3871 36856359.0648
275 40109364.9572 40146563.1906 40477399.1962 37433978.0304 37386611.123 36990382.1886
276 40254688.7433 40292021.7529 40624056.4397 37569608.3856 37522069.859 37124405.3125
277 40400012.5294 40437480.3151 40770713.6832 37705238.7408 37657528.5949 37258428.4364
278 40545336.3155 40582938.8774 40917370.9266 37840869.096 37792987.3309 37392451.5602
279 40690660.1015 40728397.4397 41064028.1701 37976499.4512 37928446.0668 37526474.6841
280 40835983.8876 40873856.002 41210685.4136 38112129.8063 38063904.8028 37660497.808
281 40981307.6737 41019314.5643 41357342.657 38247760.1615 38199363.5388 37794520.9319
282 41126631.4598 41164773.1266 41503999.9005 38383390.5167 38334822.2747 37928544.0557
283 41271955.2458 41310231.6889 41650657.144 38519020.8719 38470281.0107 38062567.1796
284 41417279.0319 41455690.2511 41797314.3874 38654651.2271 38605739.7466 38196590.3035
285 41562602.818 41601148.8134 41943971.6309 38790281.5823 38741198.4826 38330613.4273
286 41707926.6041 41746607.3757 42090628.8743 38925911.9374 38876657.2185 38464636.5512
287 41853250.3902 41892065.938 42237286.1178 39061542.2926 39012115.9545 38598659.6751
288 41998574.1762 42037524.5003 42383943.3613 39197172.6478 39147574.6904 38732682.799
289 42143897.9623 42182983.0626 42530600.6047 39332803.003 39283033.4264 38866705.9228
290 42289221.7484 42328441.6249 42677257.8482 39468433.3582 39418492.1623 39000729.0467
291 42434545.5345 42473900.1871 42823915.0917 39604063.7133 39553950.8983 39134752.1706
292 42579869.3205 42619358.7494 42970572.3351 39739694.0685 39689409.6342 39268775.2944
293 42725193.1066 42764817.3117 43117229.5786 39875324.4237 39824868.3702 39402798.4183
294 42870516.8927 42910275.874 43263886.8221 40010954.7789 39960327.1061 39536821.5422
295 43015840.6788 43055734.4363 43410544.0655 40146585.1341 40095785.8421 39670844.6661
296 43161164.4648 43201192.9986 43557201.309 40282215.4893 40231244.578 39804867.7899
297 43306488.2509 43346651.5608 43703858.5525 40417845.8444 40366703.314 39938890.9138
298 43451812.037 43492110.1231 43850515.7959 40553476.1996 40502162.05 40072914.0377
299 43597135.8231 43637568.6854 43997173.0394 40689106.5548 40637620.7859 40206937.1615
300 43742459.6092 43783027.2477 44143830.2829 40824736.91 40773079.5219 40340960.2854
301 43887783.3952 43928485.81 44290487.5263 40960367.2652 40908538.2578 40474983.4093
302 44033107.1813 44073944.3723 44437144.7698 41095997.6204 41043996.9938 40609006.5332
303 44178430.9674 44219402.9346 44583802.0132 41231627.9755 41179455.7297 40743029.657
304 44323754.7535 44364861.4968 44730459.2567 41367258.3307 41314914.4657 40877052.7809
305 44469078.5395 44510320.0591 44877116.5002 41502888.6859 41450373.2016 41011075.9048
306 44614402.3256 44655778.6214 45023773.7436 41638519.0411 41585831.9376 41145099.0287
307 44759726.1117 44801237.1837 45170430.9871 41774149.3963 41721290.6735 41279122.1525
308 44905049.8978 44946695.746 45317088.2306 41909779.7515 41856749.4095 41413145.2764
309 45050373.6838 45092154.3083 45463745.474 42045410.1066 41992208.1454 41547168.4003
310 45195697.4699 45237612.8705 45610402.7175 42181040.4618 42127666.8814 41681191.5241
311 45341021.256 45383071.4328 45757059.961 42316670.817 42263125.6173 41815214.648
312 45486345.0421 45528529.9951 45903717.2044 42452301.1722 42398584.3533 41949237.7719
313 45631668.8282 45673988.5574 46050374.4479 42587931.5274 42534043.0893 42083260.8958
314 45776992.6142 45819447.1197 46197031.6914 42723561.8826 42669501.8252 42217284.0196
315 45922316.4003 45964905.682 46343688.9348 42859192.2377 42804960.5612 42351307.1435
316 46067640.1864 46110364.2443 46490346.1783 42994822.5929 42940419.2971 42485330.2674
317 46212963.9725 46255822.8065 46637003.4218 43130452.9481 43075878.0331 42619353.3912
318 46358287.7585 46401281.3688 46783660.6652 43266083.3033 43211336.769 42753376.5151
319 46503611.5446 46546739.9311 46930317.9087 43401713.6585 43346795.505 42887399.639
320 46648935.3307 46692198.4934 47076975.1521 43537344.0136 43482254.2409 43021422.7629
